,DrugName,ActiveIngredient
24043,WYGESIC,ACETAMINOPHEN; PROPOXYPHENE HYDROCHLORIDE
24048,FEMOGEN,"ESTROGENS, ESTERIFIED"
24050,LYGEN,CHLORDIAZEPOXIDE HYDROCHLORIDE
24051,ARESTOCAINE HYDROCHLORIDE W/ LEVONORDEFRIN,LEVONORDEFRIN; MEPIVACAINE HYDROCHLORIDE
24053,TRIMEPRAZINE TARTRATE,TRIMEPRAZINE TARTRATE
24054,GENAPAX,GENTIAN VIOLET
24055,DEAPRIL-ST,ERGOLOID MESYLATES
24067,ALPHAZINE,PHENDIMETRAZINE TARTRATE
24074,SULFAMETHOXAZOLE,SULFAMETHOXAZOLE
24076,TYLENOL W/ CODEINE NO. 1,ACETAMINOPHEN; CODEINE PHOSPHATE
24077,TYLENOL W/ CODEINE NO. 2,ACETAMINOPHEN; CODEINE PHOSPHATE
24078,TYLENOL W/ CODEINE NO. 3,ACETAMINOPHEN; CODEINE PHOSPHATE
24079,TYLENOL W/ CODEINE NO. 4,ACETAMINOPHEN; CODEINE PHOSPHATE
24080,TYLENOL W/ CODEINE,ACETAMINOPHEN; CODEINE PHOSPHATE
24089,AEROLATE SR,THEOPHYLLINE
24090,AEROLATE JR,THEOPHYLLINE
24091,AEROLATE III,THEOPHYLLINE
24093,PROCAN,PROCAINAMIDE HYDROCHLORIDE
24103,TRIPROLIDINE HYDROCHLORIDE,TRIPROLIDINE HYDROCHLORIDE
24104,STATOBEX-G,PHENDIMETRAZINE TARTRATE
24107,DOLENE AP-65,ACETAMINOPHEN; PROPOXYPHENE HYDROCHLORIDE
24121,MEPERIDINE AND ATROPINE SULFATE,ATROPINE SULFATE; MEPERIDINE HYDROCHLORIDE
24127,ADIPEX-P,PHENTERMINE HYDROCHLORIDE
24131,FORBAXIN,METHOCARBAMOL
24140,ASBRON,THEOPHYLLINE SODIUM GLYCINATE
24144,ALKERGOT,ERGOLOID MESYLATES
24162,PROCHLORPERAZINE,PROCHLORPERAZINE MALEATE
24167,SLO-PHYLLIN,THEOPHYLLINE
24183,LOW-QUEL,ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE
24184,"HYDRO-SERP ""50""",HYDROCHLOROTHIAZIDE; RESERPINE
24199,NATURAL ESTROGENIC SUBSTANCE-ESTRONE,ESTRONE
24203,TRICHLORMETHIAZIDE W/ RESERPINE,RESERPINE; TRICHLORMETHIAZIDE
24210,BRONKODYL,THEOPHYLLINE
24212,DI-ATRO,ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE
24215,BONTRIL PDM,PHENDIMETRAZINE TARTRATE
24216,TRIPROLIDINE HYDROCHLORIDE AND PSEUDOEPHEDRINE HYDROCHLORIDE,PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE
24233,LONOX,ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE
24241,THEO-DUR,THEOPHYLLINE
24249,H.R.-50,HYDROCHLOROTHIAZIDE; RESERPINE
24253,THEOCLEAR-200,THEOPHYLLINE
24254,THEOCLEAR-100,THEOPHYLLINE
24256,NOVOCAIN,PROCAINE HYDROCHLORIDE
24265,HYDROCHLOROTHIAZIDE W/ HYDRALAZINE,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE
24267,TYLOX,ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE
24270,BUTICAPS,BUTABARBITAL SODIUM
24294,HYDRALAZINE HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE
24298,A-POXIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE
24301,DELAXIN,METHOCARBAMOL
24309,DEPO-ESTRADIOL,ESTRADIOL CYPIONATE
24314,METHYCLOTHIAZIDE,METHYCLOTHIAZIDE
24317,LIBRITABS,CHLORDIAZEPOXIDE
24325,ACETIC ACID W/ HYDROCORTISONE,"ACETIC ACID, GLACIAL; HYDROCORTISONE"
24328,TRUPHYLLINE,AMINOPHYLLINE
24331,ELIXICON,THEOPHYLLINE
24333,STATOBEX,PHENDIMETRAZINE TARTRATE
24336,PHENAZINE-35,PHENDIMETRAZINE TARTRATE
24351,FLUTEX,TRIAMCINOLONE ACETONIDE
24358,"RESERPINE, HYDRALAZINE HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE",HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE
24359,BUTABARBITAL,BUTABARBITAL SODIUM
24361,HYDROXYZINE,HYDROXYZINE HYDROCHLORIDE
24362,PROBEN-C,COLCHICINE; PROBENECID
24364,AK-PENTOLATE,CYCLOPENTOLATE HYDROCHLORIDE
24386,TESTOSTERONE CYPIONATE-ESTRADIOL CYPIONATE,ESTRADIOL CYPIONATE; TESTOSTERONE CYPIONATE
24392,ESTRADIOL CYPIONATE,ESTRADIOL CYPIONATE
24401,DEPO-TESTOSTERONE,TESTOSTERONE CYPIONATE
24404,"CODEINE, ASPIRIN, APAP FORMULA NO. 4",ACETAMINOPHEN; ASPIRIN; CODEINE PHOSPHATE
24405,"CODEINE, ASPIRIN, APAP FORMULA NO. 3",ACETAMINOPHEN; ASPIRIN; CODEINE PHOSPHATE
24406,"CODEINE, ASPIRIN, APAP FORMULA NO. 2",ACETAMINOPHEN; ASPIRIN; CODEINE PHOSPHATE
24417,SUSTAIRE,THEOPHYLLINE
24419,VICODIN,ACETAMINOPHEN; HYDROCODONE BITARTRATE
24428,PROVAL #3,ACETAMINOPHEN; CODEINE PHOSPHATE
24429,CURRETAB,MEDROXYPROGESTERONE ACETATE
24440,DI-METREX,PHENDIMETRAZINE TARTRATE
24449,PROPOXYPHENE HYDROCHLORIDE W/ ASPIRIN AND CAFFEINE,ASPIRIN; CAFFEINE; PROPOXYPHENE HYDROCHLORIDE
24451,AMMONIUM CHLORIDE 2.14%,AMMONIUM CHLORIDE
24452,COLONAID,ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE
24455,BETAMETHASONE SODIUM PHOSPHATE,BETAMETHASONE SODIUM PHOSPHATE
24463,LOMANATE,ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE
24481,"HYDRALAZINE, HYDROCHLOROTHIAZIDE W/ RESERPINE",HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE
24506,AEROSEB-HC,HYDROCORTISONE
24518,HYDRALAZINE AND HYDROCHLOROTHIAZIDE,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE
24535,PHENAPHEN-650 W/ CODEINE,ACETAMINOPHEN; CODEINE PHOSPHATE
24536,TESTOSTERONE ENANTHATE AND ESTRADIOL VALERATE,ESTRADIOL VALERATE; TESTOSTERONE ENANTHATE
24546,BUTABARB,BUTABARBITAL SODIUM
24553,BUTALAN,BUTABARBITAL SODIUM
24555,DUVOID,BETHANECHOL CHLORIDE
24559,ISOETHARINE HYDROCHLORIDE,ISOETHARINE HYDROCHLORIDE
24562,UNIPRES,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE
24566,SPRX-3,PHENDIMETRAZINE TARTRATE
24574,OXYCODONE 2.5/APAP 500,ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE
24575,OXYCODONE 5/APAP 500,ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE
24600,PROMETH PLAIN,PROMETHAZINE HYDROCHLORIDE
24618,SPIRONOLACTONE W/ HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; SPIRONOLACTONE
24621,QUINACT,QUINIDINE GLUCONATE
24625,HYDRO-RX,HYDROCORTISONE
24626,THEOBID,THEOPHYLLINE
24631,PEDIATRIC LTA KIT,LIDOCAINE HYDROCHLORIDE
24641,ALPHADERM,HYDROCORTISONE; UREA
24650,MICROSUL,SULFAMETHIZOLE
24662,ANISOTROPINE METHYLBROMIDE,ANISOTROPINE METHYLBROMIDE
24671,PROCAN SR,PROCAINAMIDE HYDROCHLORIDE
24687,THEOLAIR,THEOPHYLLINE
24689,GUANETHIDINE MONOSULFATE,GUANETHIDINE MONOSULFATE
24732,GERIMAL,ERGOLOID MESYLATES
24736,PROCTOFOAM HC,HYDROCORTISONE ACETATE; PRAMOXINE HYDROCHLORIDE
24740,DRICORT,HYDROCORTISONE ACETATE
24759,KENALOG-H,TRIAMCINOLONE ACETONIDE
24769,TRICHLORMAS,TRICHLORMETHIAZIDE
24770,ONA-MAST,PHENTERMINE HYDROCHLORIDE
24792,HOMAPIN-10,HOMATROPINE METHYLBROMIDE
24793,HOMAPIN-5,HOMATROPINE METHYLBROMIDE
24794,EQUIPIN,HOMATROPINE METHYLBROMIDE
24799,VICOPRIN,ASPIRIN; HYDROCODONE BITARTRATE
24806,MEXATE,METHOTREXATE SODIUM
24811,THEOLAIR-SR,THEOPHYLLINE
24812,LARYNG-O-JET KIT,LIDOCAINE HYDROCHLORIDE
24819,NANDROLONE DECANOATE,NANDROLONE DECANOATE
24820,NANDROLONE PHENPROPIONATE,NANDROLONE PHENPROPIONATE
24843,DITATE-DS,ESTRADIOL VALERATE; TESTOSTERONE ENANTHATE
24844,TRIPLE SULFA,TRIPLE SULFA (SULFABENZAMIDE;SULFACETAMIDE;SULFATHIAZOLE)
24848,DIPHENOXYLATE HYDROCHLORIDE W/ ATROPINE SULFATE,ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE
24850,ANDROID 10,METHYLTESTOSTERONE
24852,AMITID,AMITRIPTYLINE HYDROCHLORIDE
24858,EPIFOAM,HYDROCORTISONE ACETATE; PRAMOXINE HYDROCHLORIDE
24864,THEOPHYL-SR,THEOPHYLLINE
24870,HYPAQUE-76,DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM
24871,THEOPHYL,THEOPHYLLINE
24874,SPIRONOLACTONE AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; SPIRONOLACTONE
24878,PHENAZINE,PHENDIMETRAZINE TARTRATE
24885,ACTICORT,HYDROCORTISONE
24890,X-TROZINE,PHENDIMETRAZINE TARTRATE
24895,MIGERGOT,CAFFEINE; ERGOTAMINE TARTRATE
24896,WIGRAINE,CAFFEINE; ERGOTAMINE TARTRATE
24897,THEOCLEAR L.A.-130,THEOPHYLLINE
24898,THEOCLEAR L.A.-260,THEOPHYLLINE
24900,TYZINE,TETRAHYDROZOLINE HYDROCHLORIDE
24906,BELIX,DIPHENHYDRAMINE HYDROCHLORIDE
24923,M-PREDROL,METHYLPREDNISOLONE ACETATE
24932,BETA-2,ISOETHARINE HYDROCHLORIDE
24945,CHOLEDYL SA,OXTRIPHYLLINE
24952,WIGRETTES,ERGOTAMINE TARTRATE
24954,PHYLLOCONTIN,AMINOPHYLLINE
24961,SCABENE,LINDANE
24973,H-CORT,HYDROCORTISONE
24975,ELIXOPHYLLIN SR,THEOPHYLLINE
24979,CHLORTHALIDONE,CHLORTHALIDONE
24983,POLARAMINE,DEXCHLORPHENIRAMINE MALEATE
24987,DAPSONE,DAPSONE
24989,ORLEX HC,"ACETIC ACID, GLACIAL; HYDROCORTISONE"
24990,ORLEX,"ACETIC ACID, GLACIAL"
25009,DISULFIRAM,DISULFIRAM
25021,METHYLPREDNISOLONE,METHYLPREDNISOLONE SODIUM SUCCINATE
25052,LANORINAL,ASPIRIN; BUTALBITAL; CAFFEINE
25060,ROXICET,ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE
25066,THEOVENT,THEOPHYLLINE
25068,ORGATRAX,HYDROXYZINE HYDROCHLORIDE
25080,SOMOPHYLLIN-DF,AMINOPHYLLINE
25091,MD-76,DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM
25092,MD-60,DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM
25093,MD-50,DIATRIZOATE SODIUM
25101,HYDRALAZINE HYDROCHLORIDE-HYDROCHLOROTHIAZIDE-RESERPINE,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE
25103,AZOLID,PHENYLBUTAZONE
25106,THEOCLEAR-80,THEOPHYLLINE
25114,TRIACORT,TRIAMCINOLONE ACETONIDE
25117,METHDILAZINE HYDROCHLORIDE,METHDILAZINE HYDROCHLORIDE
25124,FLEXICORT,HYDROCORTISONE
25128,ACETASOL HC,"ACETIC ACID, GLACIAL; HYDROCORTISONE"
25129,OBESTIN-30,PHENTERMINE HYDROCHLORIDE
25130,ACETASOL,"ACETIC ACID, GLACIAL"
25131,ANDROID 25,METHYLTESTOSTERONE
25132,PROCHLORPERAZINE,PROCHLORPERAZINE EDISYLATE
25134,SOMOPHYLLIN-T,THEOPHYLLINE
25137,FLUONID,FLUOCINOLONE ACETONIDE
25143,PROMETHEGAN,PROMETHAZINE HYDROCHLORIDE
25148,HYDROGENATED ERGOT ALKALOIDS,ERGOLOID MESYLATES
25155,SOMOPHYLLIN-CRT,THEOPHYLLINE
25158,ANDROID-F,FLUOXYMESTERONE
25162,FLURANDRENOLIDE,FLURANDRENOLIDE
25163,CROTAN,CROTAMITON
25166,SER-A-GEN,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE
25172,ANDROID 5,METHYLTESTOSTERONE
25174,LABID,THEOPHYLLINE
25194,LINDANE,LINDANE
25217,UROBAK,SULFAMETHOXAZOLE
25230,LORCET-HD,ACETAMINOPHEN; HYDROCODONE BITARTRATE
25235,PRONESTYL-SR,PROCAINAMIDE HYDROCHLORIDE
25244,X-TROZINE L.A.,PHENDIMETRAZINE TARTRATE
25256,MD-GASTROVIEW,DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM
25266,THEOCHRON,THEOPHYLLINE
25284,NOGENIC HC,HYDROCORTISONE
25285,TRIATEX,TRIAMCINOLONE ACETONIDE
25290,FOLICET,FOLIC ACID
25301,QUINATIME,QUINIDINE GLUCONATE
25308,SYNACORT,HYDROCORTISONE
25313,OXYCET,ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE
25314,CODOXY,ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE
25319,CORTAN,PREDNISONE
25320,MELFIAT-105,PHENDIMETRAZINE TARTRATE
25322,GLYCORT,HYDROCORTISONE
25328,OPCON,NAPHAZOLINE HYDROCHLORIDE
25360,ISOPTO CETAPRED,PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM
25361,BUTALBITAL AND ACETAMINOPHEN,ACETAMINOPHEN; BUTALBITAL
25371,QUIBRON-T/SR,THEOPHYLLINE
25399,LIQUID PRED,PREDNISONE
25408,ANOQUAN,ACETAMINOPHEN; BUTALBITAL; CAFFEINE
25436,SULFINPYRAZONE,SULFINPYRAZONE
25443,HY-PHEN,ACETAMINOPHEN; HYDROCODONE BITARTRATE
25445,PARACAINE,PROPARACAINE HYDROCHLORIDE
25451,ERGOMAR,ERGOTAMINE TARTRATE
25452,FOLEX,METHOTREXATE SODIUM
25462,"RESERPINE, HYDROCHLOROTHIAZIDE, AND HYDRALAZINE HYDROCHLORIDE",HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE
25468,ANGIOVIST 370,DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM
25469,ANGIOVIST 292,DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM
25470,UROVIST SODIUM 300,DIATRIZOATE SODIUM
25471,ANGIOVIST 282,DIATRIZOATE MEGLUMINE
25472,AMINOPHYLLINE DYE FREE,AMINOPHYLLINE
25473,GASTROVIST,DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM
25474,UROVIST CYSTO,DIATRIZOATE MEGLUMINE
25476,UROVIST CYSTO PEDIATRIC,DIATRIZOATE MEGLUMINE
25478,UROVIST MEGLUMINE DIU/CT,DIATRIZOATE MEGLUMINE
25479,OXYCODONE AND ASPIRIN (HALF-STRENGTH),ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE
25480,ROXIPRIN,ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE
25481,CHLOROTHIAZIDE-RESERPINE,CHLOROTHIAZIDE; RESERPINE
25483,BLEPHAMIDE S.O.P.,PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM
25484,VIRILON,METHYLTESTOSTERONE
25488,CO-GESIC,ACETAMINOPHEN; HYDROCODONE BITARTRATE
25494,OBY-TRIM,PHENTERMINE HYDROCHLORIDE
25498,BILIVIST,IPODATE SODIUM
25501,CETAPRED,PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM
25509,METHOXSALEN,METHOXSALEN
25527,DURADYNE DHC,ACETAMINOPHEN; HYDROCODONE BITARTRATE
25529,PHRENILIN,ACETAMINOPHEN; BUTALBITAL
25533,SULTEN-10,SULFACETAMIDE SODIUM
25544,OXTRIPHYLLINE,OXTRIPHYLLINE
25553,ATROPINE AND DEMEROL,ATROPINE SULFATE; MEPERIDINE HYDROCHLORIDE
25558,THEOBID JR.,THEOPHYLLINE
25560,ISOETHARINE MESYLATE,ISOETHARINE MESYLATE
25561,SPS,SODIUM POLYSTYRENE SULFONATE
25583,TRYSUL,TRIPLE SULFA (SULFABENZAMIDE;SULFACETAMIDE;SULFATHIAZOLE)
25584,SLO-BID,THEOPHYLLINE
25592,EPINEPHRINE,EPINEPHRINE
25601,AQUAPHYLLIN,THEOPHYLLINE
25608,LARYNGOTRACHEAL ANESTHESIA KIT,LIDOCAINE HYDROCHLORIDE
25624,SULFAIR 10,SULFACETAMIDE SODIUM
25626,PROMETHAZINE PLAIN,PROMETHAZINE HYDROCHLORIDE
25627,VITAMIN K1,PHYTONADIONE
25632,BANCAP HC,ACETAMINOPHEN; HYDROCODONE BITARTRATE
25633,MYIDYL,TRIPROLIDINE HYDROCHLORIDE
25653,MYMETHAZINE FORTIS,PROMETHAZINE HYDROCHLORIDE
25662,PREDSULFAIR,PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM
25664,LO-TROL,ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE
25674,BONTRIL,PHENDIMETRAZINE TARTRATE
25677,SPRX-105,PHENDIMETRAZINE TARTRATE
25683,HYDROFLUMETHIAZIDE,HYDROFLUMETHIAZIDE
25688,PAPA-DEINE #3,ACETAMINOPHEN; CODEINE PHOSPHATE
25691,BALNEOL-HC,HYDROCORTISONE
25692,TRIDERM,TRIAMCINOLONE ACETONIDE
25704,PREDAMIDE,PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM
25708,HYDROPANE,HOMATROPINE METHYLBROMIDE; HYDROCODONE BITARTRATE
25710,DEXAIR,DEXAMETHASONE SODIUM PHOSPHATE
25719,QUINALAN,QUINIDINE GLUCONATE
25723,KAINAIR,PROPARACAINE HYDROCHLORIDE
25725,SULPHRIN,PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM
25740,HYDROFLUMETHIAZIDE AND RESERPINE,HYDROFLUMETHIAZIDE; RESERPINE
25742,MYFED,PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE
25743,TRIPROLIDINE AND PSEUDOEPHEDRINE,PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE
25762,HYDROCORTISONE IN ABSORBASE,HYDROCORTISONE
25769,AMINOPHYLLINE IN SODIUM CHLORIDE 0.45%,AMINOPHYLLINE
25775,CHLORPROMAZINE HYDROCHLORIDE INTENSOL,CHLORPROMAZINE HYDROCHLORIDE
25778,PREDAIR FORTE,PREDNISOLONE SODIUM PHOSPHATE
25779,DIATRIZOATE-60,DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM
25784,FLUOTREX,FLUOCINOLONE ACETONIDE
25796,SULFAIR-15,SULFACETAMIDE SODIUM
25799,RESERPINE AND HYDROCHLOROTHIAZIDE-50,HYDROCHLOROTHIAZIDE; RESERPINE
25802,PSEUDOEPHEDRINE HYDROCHLORIDE AND TRIPROLIDINE HYDROCHLORIDE,PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE
25805,TRYMEX,TRIAMCINOLONE ACETONIDE
25813,PENECORT,HYDROCORTISONE
25818,FLUOXYMESTERONE,FLUOXYMESTERONE
25825,MYDRIAFAIR,TROPICAMIDE
25833,OXTRIPHYLLINE PEDIATRIC,OXTRIPHYLLINE
25835,TYLOX-325,ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE
25837,ANUSOL HC,HYDROCORTISONE
25838,DEXCHLORPHENIRAMINE MALEATE,DEXCHLORPHENIRAMINE MALEATE
25839,DEXAMETHASONE INTENSOL,DEXAMETHASONE
25840,T-PHYL,THEOPHYLLINE
25842,THEOPHYLLINE-SR,THEOPHYLLINE
25863,HISTAFED,PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE
25876,LIDOCAINE HYDROCHLORIDE IN PLASTIC CONTAINER,LIDOCAINE HYDROCHLORIDE
25877,ELIXOMIN,THEOPHYLLINE
25878,DIBENIL,DIPHENHYDRAMINE HYDROCHLORIDE
25879,AXOTAL,ASPIRIN; BUTALBITAL
25907,ERGOSTAT,ERGOTAMINE TARTRATE
25909,BROMANYL,BROMODIPHENHYDRAMINE HYDROCHLORIDE; CODEINE PHOSPHATE
25910,ACTAHIST,PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE
25920,HYDRALAZINE HYDROCHLORIDE W/ HYDROCHLOROTHIAZIDE 25/25,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE
25921,HYDRALAZINE HYDROCHLORIDE W/ HYDROCHLOROTHIAZIDE 50/50,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE
25922,HYDRALAZINE HYDROCHLORIDE W/ HYDROCHLOROTHIAZIDE 100/50,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE
25923,FLUOCET,FLUOCINOLONE ACETONIDE
25926,CHLOROTHIAZIDE AND RESERPINE,CHLOROTHIAZIDE; RESERPINE
25927,AMMONIUM CHLORIDE IN PLASTIC CONTAINER,AMMONIUM CHLORIDE
25943,SULFAIR FORTE,SULFACETAMIDE SODIUM
25944,SCANDONEST PLAIN,MEPIVACAINE HYDROCHLORIDE
25945,SCANDONEST L,LEVONORDEFRIN; MEPIVACAINE HYDROCHLORIDE
25946,LIGNOSPAN FORTE,EPINEPHRINE BITARTRATE; LIDOCAINE HYDROCHLORIDE
25947,LIGNOSPAN STANDARD,EPINEPHRINE BITARTRATE; LIDOCAINE HYDROCHLORIDE
25954,OXYPHENBUTAZONE,OXYPHENBUTAZONE
25961,PREDAIR,PREDNISOLONE SODIUM PHOSPHATE
25976,DEXAMETHASONE,DEXAMETHASONE SODIUM PHOSPHATE
25980,METHYCLOTHIAZIDE AND DESERPIDINE,DESERPIDINE; METHYCLOTHIAZIDE
25997,TRILITRON,PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE
26019,DURAPHYL,THEOPHYLLINE
26024,TUSSIGON,HOMATROPINE METHYLBROMIDE; HYDROCODONE BITARTRATE
26075,DHC PLUS,ACETAMINOPHEN; CAFFEINE; DIHYDROCODEINE BITARTRATE
26079,HYDROCHLOROTHIAZIDE INTENSOL,HYDROCHLOROTHIAZIDE
26087,CORPHED,PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE
26091,BOROFAIR,"ACETIC ACID, GLACIAL; ALUMINUM ACETATE"
26092,GYNE-SULF,TRIPLE SULFA (SULFABENZAMIDE;SULFACETAMIDE;SULFATHIAZOLE)
26108,BROMODIPHENHYDRAMINE HYDROCHLORIDE AND CODEINE PHOSPHATE,BROMODIPHENHYDRAMINE HYDROCHLORIDE; CODEINE PHOSPHATE
26112,TRIPHED,PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE
26123,GLUCAMIDE,CHLORPROPAMIDE
26132,POLOCAINE,MEPIVACAINE HYDROCHLORIDE
26134,QUIBRON-T,THEOPHYLLINE
26175,TRIACIN-C,CODEINE PHOSPHATE; PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE
26182,PHENYTEX,PHENYTOIN SODIUM
26184,"HY-PAM ""25""",HYDROXYZINE PAMOATE
26185,PAPA-DEINE #4,ACETAMINOPHEN; CODEINE PHOSPHATE
26187,SULFANILAMIDE,SULFANILAMIDE
26191,BROMANATE DM,BROMPHENIRAMINE MALEATE; DEXTROMETHORPHAN HYDROBROMIDE; PSEUDOEPHEDRINE HYDROCHLORIDE
26206,PHERAZINE W/ CODEINE,CODEINE PHOSPHATE; PROMETHAZINE HYDROCHLORIDE
26207,Q-GESIC,ASPIRIN; MEPROBAMATE
26212,ACCURBRON,THEOPHYLLINE
26220,MEXATE-AQ,METHOTREXATE SODIUM
26221,PROMETH VC PLAIN,PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE
26222,PROMETH W/ DEXTROMETHORPHAN,DEXTROMETHORPHAN HYDROBROMIDE; PROMETHAZINE HYDROCHLORIDE
26224,PROMETH VC W/ CODEINE,CODEINE PHOSPHATE; PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE
26240,TYLOX,ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE
26241,VASOCIDIN,PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM
26250,LIDOCAINE VISCOUS,LIDOCAINE HYDROCHLORIDE
26253,CARISOPRODOL COMPOUND,ASPIRIN; CARISOPRODOL
26254,PREDNISONE INTENSOL,PREDNISONE
26255,BROMFED-DM,BROMPHENIRAMINE MALEATE; DEXTROMETHORPHAN HYDROBROMIDE; PSEUDOEPHEDRINE HYDROCHLORIDE
26258,PROMETHAZINE W/ CODEINE,CODEINE PHOSPHATE; PROMETHAZINE HYDROCHLORIDE
26259,PROMETHAZINE VC PLAIN,PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE
26260,PROMETHAZINE VC W/ CODEINE,CODEINE PHOSPHATE; PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE
26264,VAGILIA,TRIPLE SULFA (SULFABENZAMIDE;SULFACETAMIDE;SULFATHIAZOLE)
26272,PHRENILIN FORTE,ACETAMINOPHEN; BUTALBITAL
26274,"TRIPROLIDINE HYDROCHLORIDE, PSEUDOEPHEDRINE HYDROCHLORIDE AND CODEINE PHOSPHATE",CODEINE PHOSPHATE; PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE
26275,PREDSULFAIR II,PREDNISOLONE ACETATE; SULFACETAMIDE SODIUM
26290,ALLERFED,PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE
26293,PROMETHAZINE W/ DEXTROMETHORPHAN,DEXTROMETHORPHAN HYDROBROMIDE; PROMETHAZINE HYDROCHLORIDE
26297,PHERAZINE VC,PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE
26299,PHERAZINE VC W/ CODEINE,CODEINE PHOSPHATE; PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE
26300,NORCET,ACETAMINOPHEN; HYDROCODONE BITARTRATE
26302,ENLON,EDROPHONIUM CHLORIDE
26314,BANCAP,ACETAMINOPHEN; BUTALBITAL
26322,ACETAMINOPHEN AND HYDROCODONE BITARTRATE,ACETAMINOPHEN; HYDROCODONE BITARTRATE
